City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,nungua,5.6011,-0.0771,27.23,83,0,1.03,GH,1731270372
285,cabo san lucas,22.8909,-109.9124,27.64,60,20,2.06,MX,1731270373
286,saint-philippe,-21.3585,55.7679,24.35,88,43,5.22,RE,1731270375
287,glendive,47.1053,-104.7125,12.79,54,0,8.75,US,1731270376
288,port lincoln,-34.7333,135.8667,15.38,89,66,5.41,AU,1731270171
289,zyrya,40.3661,50.2917,11.05,82,32,3.01,AZ,1731270378
290,winchester center,41.9001,-73.1348,11.66,52,100,1.34,US,1731270379
291,lesosibirsk,58.2358,92.4828,-1.62,94,100,4.58,RU,1731270380
292,al burayqah,30.4062,19.5739,20.97,55,100,5.32,LY,1731270381
293,sestri levante,44.2732,9.3968,14.9,66,8,1.79,IT,1731270383
294,baukau,51.5526,7.2042,9.88,93,99,1.09,DE,1731270384
295,praia da vitoria,38.7333,-27.0667,19.14,88,40,5.84,PT,1731270385
296,kavieng,-2.5744,150.7967,28.02,77,97,6.96,PG,1731270386
297,pisco,-13.7,-76.2167,23.03,60,0,5.66,PE,1731270387
298,moringen,51.7,9.8667,8.46,98,100,0.19,DE,1731270388
299,zhangatas,43.5667,69.75,4.26,73,0,11.72,KZ,1731270189
300,kamba,11.8486,3.6576,25.86,25,93,3.52,NG,1731270390
301,tionk essil,12.7856,-16.5217,28.0,35,1,2.49,SN,1731270391
302,lerwick,60.1545,-1.1494,9.62,76,99,7.96,GB,1731270392
303,sisimiut,66.9395,-53.6735,-6.32,82,100,4.48,GL,1731270394
304,cadillac,44.2519,-85.4012,8.95,100,100,4.63,US,1731270309
305,fortuna foothills,32.6578,-114.4119,26.23,12,0,3.09,US,1731270396
306,ugoofaaru,5.6667,73.0,28.14,70,9,2.84,MV,1731270397
307,laguna,38.421,-121.4238,21.12,36,0,0.0,US,1731270398
308,brokopondo,4.75,-55.1667,33.04,53,49,4.96,SR,1731270399
309,aykhal,66.0,111.5,-15.22,97,100,2.98,RU,1731270401
310,hinton,53.4001,-117.5857,3.12,73,100,1.01,CA,1731270250
311,eyl,7.9803,49.8164,26.83,76,100,8.28,SO,1731270403
312,ulsteinvik,62.3432,5.8487,6.07,72,99,2.99,NO,1731270404
313,klyuchi,52.2667,79.1667,0.14,92,100,7.92,RU,1731270405
314,port saint john's,-31.6229,29.5448,18.14,92,100,0.41,ZA,1731270406
315,pijino del carmen,9.3291,-74.453,26.88,77,100,2.88,CO,1731270407
316,la ronge,55.1001,-105.2842,5.14,65,20,4.12,CA,1731270409
317,mahina,-17.5065,-149.489,27.87,78,100,4.63,PF,1731270410
318,malpica,43.3228,-8.8105,16.87,99,99,1.55,ES,1731270412
319,coari,-4.085,-63.1414,29.45,68,81,2.98,BR,1731270413
320,makueni boma,-1.8041,37.6203,20.3,77,100,1.88,KE,1731270414
321,port blair,11.6667,92.75,28.02,83,40,1.03,IN,1731270235
322,urumqi,43.801,87.6005,0.53,80,0,2.0,CN,1731270416
323,dryden,49.7833,-92.7503,7.16,100,100,2.06,CA,1731270211
324,nha trang,12.25,109.1833,24.0,92,73,2.12,VN,1731270418
325,rajin,42.2489,130.3003,6.27,45,0,4.56,KP,1731270419
326,san julian,21.0167,-102.1667,26.76,27,6,2.34,MX,1731270333
327,colares,38.7992,-9.4469,19.07,81,12,9.12,PT,1731270421
328,ulladulla,-35.35,150.4667,16.66,72,100,0.91,AU,1731270423
329,bubaque,11.2833,-15.8333,29.73,59,0,2.65,GW,1731270424
330,basyayla,36.7534,32.6802,6.27,93,100,0.73,TR,1731270426
331,najran,17.4924,44.1277,17.25,37,0,0.75,SA,1731270427
332,ciudad lazaro cardenas,17.9583,-102.2,29.52,68,68,4.04,MX,1731270428
333,villa angela,-27.5738,-60.7153,34.81,30,4,3.4,AR,1731270429
334,villablino,42.9393,-6.3194,9.8,99,100,2.36,ES,1731270430
335,xining,36.6167,101.7667,4.98,67,85,1.79,CN,1731270431
336,pangody,65.85,74.4859,-10.1,93,100,10.02,RU,1731270432
337,saint-joseph,-21.3667,55.6167,24.21,86,31,4.66,RE,1731270433
338,emerald,-23.5333,148.1667,22.41,84,74,5.11,AU,1731270434
339,malmo,55.6059,13.0007,6.93,85,100,3.5,SE,1731270435
340,uliastay,47.7417,96.8444,-10.67,70,59,3.3,MN,1731270436
341,umm as sahik,26.6536,49.9164,23.1,64,9,3.26,SA,1731270437
342,nova vicosa,-17.8919,-39.3719,24.62,80,92,6.44,BR,1731270439
343,umm kaddadah,13.6017,26.6876,26.68,18,75,6.27,SD,1731270440
344,shalqar,47.8333,59.6,2.47,80,100,6.58,KZ,1731270441
345,delijan,33.9905,50.6838,13.23,35,6,0.38,IR,1731270442
346,taybad,34.74,60.7756,8.88,53,0,2.72,IR,1731270443
347,fuyang,32.9,115.8167,13.9,81,0,2.98,CN,1731270444
348,praia,14.9215,-23.5087,26.3,69,20,5.66,CV,1731270445
349,alotau,-10.3069,150.4462,24.46,95,100,1.42,PG,1731270446
350,nalut,30.3333,10.85,20.66,28,100,2.57,LY,1731270447
351,carnot,4.9409,15.8665,22.16,86,57,1.15,CF,1731270448
352,san antonio de pale,-1.4014,5.6325,26.11,83,86,3.22,GQ,1731270449
353,dajal,29.5577,70.3762,23.6,30,33,1.36,PK,1731270452
354,nyaunglebin,17.95,96.7333,21.47,97,13,2.52,MM,1731270453
355,ratnagiri,16.9833,73.3,24.54,60,5,2.85,IN,1731270454
356,mineiros,-17.5694,-52.5511,26.76,66,90,0.92,BR,1731270455
357,junin de los andes,-39.9504,-71.0694,9.57,64,55,10.79,AR,1731270456
358,emure-ekiti,7.4361,5.4593,23.84,72,88,0.73,NG,1731270457
359,leh,34.1667,77.5833,-1.01,50,37,1.84,IN,1731270458
360,jijiga,9.35,42.8,16.06,48,2,3.8,ET,1731270459
361,hawaiian paradise park,19.5933,-154.9731,26.73,81,75,2.57,US,1731270460
362,ilha de mocambique,-15.0342,40.7358,26.43,86,0,4.74,MZ,1731270462
363,eagle point,42.4726,-122.8028,15.0,70,100,2.06,US,1731270463
364,marica,-22.9194,-42.8186,22.55,69,40,2.82,BR,1731270464
365,bandar-e genaveh,29.5791,50.517,26.18,56,100,4.3,IR,1731270465
366,trairi,-3.2778,-39.2689,26.57,75,100,5.84,BR,1731270368
367,kourou,5.1552,-52.6478,28.4,73,84,3.37,GF,1731270467
368,wenling,28.3669,121.36,17.19,86,68,3.2,CN,1731270468
369,broome,42.2506,-75.833,10.37,69,100,5.36,US,1731270469
370,tosontsengel,48.7567,98.2839,-11.05,83,30,0.48,MN,1731270470
371,saudarkrokur,65.7461,-19.6394,4.6,94,100,6.08,IS,1731270471
372,bengkulu,-3.8004,102.2655,24.49,92,91,2.02,ID,1731270472
373,trincomalee,8.5711,81.2335,27.87,72,51,4.67,LK,1731270473
374,laojunmiao,39.8333,97.7333,2.94,61,96,1.43,CN,1731270474
375,queenstown,-31.8976,26.8753,12.81,93,100,2.45,ZA,1731270280
376,chiroqchi,39.0336,66.5722,8.14,56,3,0.57,UZ,1731270477
377,karamay,45.6004,84.8661,4.51,58,100,2.08,CN,1731270478
378,brookings,44.3114,-96.7984,10.66,81,100,6.69,US,1731270396
379,pindamonhangaba,-22.9239,-45.4617,24.14,60,75,2.06,BR,1731270480
380,godda,24.8333,87.2167,22.22,63,0,1.61,IN,1731270481
381,haradok,55.4624,29.9816,4.06,86,100,1.02,BY,1731270482
382,ingeniero guillermo n. juarez,-23.9,-61.85,40.22,15,0,6.73,AR,1731270483
383,kovernino,57.1253,43.8142,0.89,83,81,2.57,RU,1731270484
384,las toscas,-28.3529,-59.258,33.55,28,4,3.14,AR,1731270485
385,hithadhoo,-0.6,73.0833,28.01,73,92,5.94,MV,1731270486
386,mount gambier,-37.8333,140.7667,7.76,90,12,2.39,AU,1731270250
387,naxos,37.1056,25.3764,15.72,72,10,8.94,GR,1731270488
388,carutapera,-1.195,-46.02,28.14,71,52,4.71,BR,1731270489
389,amga,60.8953,131.9608,-15.92,98,99,1.03,RU,1731270490
390,quelimane,-17.8786,36.8883,25.97,89,20,5.66,MZ,1731270492
391,ujae,8.9322,165.7642,28.39,77,78,7.58,MH,1731270493
392,marotta,43.764,13.1477,11.02,17,3,0.89,IT,1731270494
393,collie,-33.3667,116.15,8.59,98,59,2.29,AU,1731270495
394,saquarema,-22.92,-42.5103,22.88,66,21,2.92,BR,1731270411
395,bamboo flat,11.7,92.7167,28.05,83,40,1.03,IN,1731270497
396,nadym,65.5333,72.5167,-11.37,93,100,10.98,RU,1731270498
397,todos santos,23.45,-110.2167,25.8,65,0,3.21,MX,1731270499
398,altamira,-3.2033,-52.2064,35.05,41,20,1.54,BR,1731270318
399,port douglas,-16.4833,145.4667,25.1,83,88,5.38,AU,1731270501
400,thinadhoo,0.5333,72.9333,28.0,72,94,5.79,MV,1731270503
401,brigantine,39.4101,-74.3646,16.12,76,20,4.47,US,1731270340
402,bafq,31.6128,55.4107,16.98,36,100,2.12,IR,1731270505
403,leava,-14.3,-178.1667,27.19,83,99,7.86,WF,1731270506
404,bodaybo,57.8506,114.1933,-15.21,96,100,0.52,RU,1731270507
405,madimba,-10.4,40.3333,25.62,88,20,1.03,TZ,1731270508
406,sydney,-33.8679,151.2073,18.72,77,75,6.69,AU,1731270493
407,tofol,5.3248,163.0078,28.85,77,99,8.96,FM,1731270510
408,rada tilly,-45.9333,-67.5333,19.27,22,20,8.23,AR,1731270511
409,al hazm,16.1641,44.7769,21.93,32,0,1.64,YE,1731270512
410,vila franca do campo,37.7167,-25.4333,20.23,99,91,4.96,PT,1731270513
411,fortuna,40.5982,-124.1573,22.18,38,0,6.17,US,1731270514
412,maceio,-9.6658,-35.7353,27.69,69,0,7.72,BR,1731270463
413,sitka,57.0531,-135.33,8.94,57,75,11.83,US,1731270517
414,neiafu,-18.65,-173.9833,26.38,78,75,7.2,TO,1731270518
415,arak,34.0917,49.6892,10.8,46,5,0.32,IR,1731270519
416,dossor,47.5272,52.9811,4.25,79,21,3.28,KZ,1731270520
417,adh dhibiyah,24.5014,45.9686,21.37,35,9,3.54,SA,1731270521
418,gusev,54.5922,22.1997,3.25,77,45,2.88,RU,1731270522
419,renon - ritten,46.5415,11.4573,-3.22,93,0,1.03,IT,1731270524
420,atbasar,51.8,68.3333,-0.07,98,100,6.08,KZ,1731270525
421,agadez,19.75,10.25,20.73,24,0,2.58,NE,1731270526
422,naze,28.3667,129.4833,22.51,91,21,3.28,JP,1731270527
423,kone,-21.0595,164.8658,24.53,61,30,1.49,NC,1731270528
424,ola,59.5833,151.2833,-10.68,65,100,7.26,RU,1731270529
425,mabaruma,8.2,-59.7833,29.79,66,41,3.11,GY,1731270530
426,spring creek,40.7266,-115.5859,14.28,23,99,3.58,US,1731270531
427,bel ombre,-4.6167,55.4167,26.91,89,40,1.54,SC,1731270532
428,dame-marie,18.5667,-74.4167,28.5,75,47,1.58,HT,1731270534
429,kermit,31.8576,-103.0927,22.91,20,0,2.06,US,1731270535
430,arhavi,41.3492,41.3069,14.88,47,100,0.99,TR,1731270536
431,wajir,1.7471,40.0573,29.94,51,98,5.84,KE,1731270537
432,chakulia,22.4833,86.7167,21.39,65,0,1.97,IN,1731270538
433,katsina-ala,7.1667,9.2833,25.58,37,72,1.41,NG,1731270539
434,egilsstadir,65.2653,-14.3948,7.95,57,75,5.66,IS,1731270540
435,mirny,62.5353,113.9611,-15.21,97,100,2.59,RU,1731270541
436,midvagur,62.0511,-7.1939,9.46,76,75,13.89,FO,1731270542
437,saipan,15.1355,145.701,28.39,88,40,6.69,MP,1731270543
438,mitu,1.1983,-70.1733,28.85,63,100,1.33,CO,1731270544
439,venecia,5.9628,-75.7381,21.3,80,100,0.31,CO,1731270545
440,iksan,35.9439,126.9544,10.15,87,13,1.41,KR,1731270546
441,zheleznogorsk-ilimskiy,56.5768,104.1217,-11.89,96,51,1.59,RU,1731270547
442,macae,-22.3708,-41.7869,23.86,69,75,4.12,BR,1731270548
443,olyokminsk,60.3736,120.4264,-17.84,99,87,1.17,RU,1731270549
444,nagqu,31.5,92.0,-3.14,57,12,1.84,CN,1731270552
445,cooper's town,26.8667,-77.5167,25.05,83,82,9.65,BS,1731270553
446,acarau,-2.8856,-40.12,27.13,72,77,8.77,BR,1731270554
447,timon,-5.0942,-42.8367,37.88,30,20,1.54,BR,1731270555
448,zambezi,-13.5432,23.1047,22.23,71,99,2.87,ZM,1731270556
449,juuka,63.2333,29.25,-0.26,77,98,2.06,FI,1731270557
450,kyren,51.6828,102.1408,-7.22,57,12,1.02,RU,1731270558
451,korba,22.35,82.6833,20.8,62,45,1.91,IN,1731270559
452,berezovyy,51.6667,135.7,-3.95,58,32,3.34,RU,1731270560
453,chonchi,-42.6128,-73.8092,10.07,82,28,4.23,CL,1731270562
454,dudinka,69.4058,86.1778,-23.08,96,88,3.43,RU,1731270508
455,shache,38.4167,77.2406,11.8,45,100,1.56,CN,1731270564
456,teknaf,20.8624,92.3058,24.05,87,0,2.0,BD,1731270565
457,port macquarie,-31.4333,152.9167,21.15,84,100,2.24,AU,1731270566
458,america dourada,-11.4553,-41.4361,24.82,67,100,3.26,BR,1731270569
459,dolores,-36.3132,-57.6792,25.43,56,100,2.97,AR,1731270570
460,masina,-4.3836,15.3914,21.61,93,82,0.36,CD,1731270571
461,pacific grove,36.6177,-121.9166,22.03,55,0,3.09,US,1731270572
462,sinamar,16.9,121.5667,24.49,84,100,5.55,PH,1731270573
463,roma,43.2128,-75.4557,12.84,43,100,4.02,US,1731270305
464,cuito,-12.3833,16.9333,16.75,89,82,1.6,AO,1731270575
465,sao sebastiao do passe,-12.5125,-38.4953,26.43,69,99,2.7,BR,1731270576
466,sayansk,54.1088,102.1648,-7.8,87,40,2.24,RU,1731270577
467,merritt,50.1123,-120.7942,11.29,68,100,2.34,CA,1731270578
468,cambria,35.5641,-121.0808,18.09,40,66,2.2,US,1731270579
469,mount isa,-20.7333,139.5,31.87,22,72,6.69,AU,1731270580
470,amboasary,-25.0333,46.3833,25.08,74,1,1.61,MG,1731270581
471,yumaguzino,52.9041,56.3933,-11.34,99,47,1.72,RU,1731270583
472,caleta de carquin,-11.0925,-77.6267,21.03,73,57,5.02,PE,1731270586
473,larisa,39.6372,22.4203,11.94,76,40,3.09,GR,1731270535
474,lensk,60.7253,114.9278,-14.71,99,99,2.15,RU,1731270588
475,zaragoza,41.6561,-0.8773,14.45,65,0,7.2,ES,1731270562
476,severo-yeniseyskiy,60.3725,93.0408,-8.1,87,100,2.97,RU,1731270590
477,qurayyat,31.3318,37.3428,17.1,42,0,3.09,SA,1731270591
478,lompoc,34.6391,-120.4579,22.3,51,0,4.63,US,1731270592
479,taltal,-25.4,-70.4833,19.52,72,68,3.43,CL,1731270594
480,noumea,-22.2763,166.4572,26.11,99,35,2.8,NC,1731270595
481,armacao de buzios,-22.7469,-41.8817,24.03,75,50,4.07,BR,1731270334
482,masterton,-40.9597,175.6575,13.73,61,100,2.57,NZ,1731270598
483,taoudenni,22.6783,-3.9836,26.95,17,5,4.14,ML,1731270599
484,gamay,12.3854,125.2979,24.12,96,87,1.73,PH,1731270600
485,port alfred,-33.5906,26.891,15.66,98,100,0.45,ZA,1731270601
486,hanzhong,33.0728,107.0303,16.27,74,97,0.55,CN,1731270603
487,balakovo,52.0278,47.8007,4.41,64,100,3.13,RU,1731270604
488,kapuskasing,49.4169,-82.4331,7.05,87,100,2.06,CA,1731270606
489,callao,-12.0667,-77.15,21.16,68,35,9.77,PE,1731270607
490,hafnarfjordur,64.0671,-21.9377,6.93,81,75,8.75,IS,1731270609
491,gorontalo,0.5412,123.0595,23.96,96,55,1.3,ID,1731270610
492,sola,-13.8833,167.55,26.7,76,93,8.71,VU,1731270611
493,gransee,53.007,13.1575,6.19,62,93,1.32,DE,1731270612
494,hotan,37.0997,79.9269,8.94,41,52,0.62,CN,1731270613
495,novoazovs'k,47.1139,38.086,6.79,68,0,5.0,UA,1731270614
496,balaklava,44.5,33.6,10.5,74,91,0.77,UA,1731270615
497,avrig,45.7167,24.3833,2.56,95,98,1.25,RO,1731270351
498,tralee,52.2704,-9.7026,7.78,93,87,0.81,IE,1731270617
499,dakhla,23.6848,-15.958,25.01,38,0,5.14,EH,1731270372
500,kharan,28.5833,65.4167,19.14,26,4,4.89,PK,1731270620
501,cam ranh,11.9214,109.1591,23.98,88,20,0.0,VN,1731270621
502,duekoue,6.7472,-7.3496,25.39,69,86,1.32,CI,1731270622
503,belyy yar,53.6039,91.3903,1.94,69,0,8.0,RU,1731270623
504,namie,37.4833,141.0,13.88,97,100,2.19,JP,1731270624
505,duyun,26.2667,107.5167,13.21,78,0,0.45,CN,1731270391
506,luis correia,-2.8792,-41.6669,29.0,65,20,7.72,BR,1731270626
507,habiganj,24.3833,91.4167,20.88,83,0,1.61,BD,1731270627
508,runaway bay,18.4596,-77.3357,28.52,77,8,6.25,JM,1731270628
509,rakops,-21.0167,24.3333,25.32,56,99,4.4,BW,1731270629
510,mae hong son,19.3003,97.9685,20.49,98,36,0.64,TH,1731270630
511,basoda,23.85,77.9333,20.65,50,0,1.02,IN,1731270632
512,dargecit,37.5454,41.7197,13.18,30,100,1.63,TR,1731270633
513,richards bay,-28.783,32.0377,20.2,97,100,4.22,ZA,1731270634
514,mossel bay,-34.1831,22.146,15.96,82,37,5.59,ZA,1731270635
515,kharp,66.8014,65.8081,-17.51,91,39,4.6,RU,1731270636
516,colonia,50.9333,6.95,10.07,90,100,1.03,DE,1731270400
517,santona,43.4439,-3.4576,15.6,96,65,3.72,ES,1731270638
518,tshabong,-26.05,22.45,24.32,16,81,6.94,BW,1731270639
519,castillos,-34.1667,-53.8333,20.56,67,6,3.87,UY,1731270640
520,owando,-0.4819,15.8999,20.63,95,96,0.95,CG,1731270642
521,solwezi,-12.1688,26.3894,16.69,96,67,2.84,ZM,1731270643
522,benguela,-12.5763,13.4055,24.72,82,97,3.07,AO,1731270644
523,mont-laurier,46.5501,-75.4993,5.67,64,100,1.71,CA,1731270511
524,farkhar,36.5729,69.8578,8.08,96,100,1.91,AF,1731270646
525,balsas,-7.5325,-46.0356,30.11,48,81,1.88,BR,1731270647
526,oakdale,44.963,-92.9649,10.75,88,100,4.12,US,1731270648
527,ashchysay,43.5542,68.8889,-2.63,76,0,3.3,KZ,1731270650
528,gilgit,35.9221,74.3087,13.26,54,100,1.68,PK,1731270651
529,juneau,58.3019,-134.4197,4.12,100,100,3.18,US,1731270648
530,christchurch,-43.5333,172.6333,16.11,51,3,5.14,NZ,1731270653
531,vorgashor,67.5833,63.95,-16.38,99,80,3.71,RU,1731270654
532,moengo,5.6167,-54.4,28.02,72,100,1.91,SR,1731270655
533,borogontsy,62.6683,131.1683,-20.21,99,97,0.59,RU,1731270657
534,nadapuram,11.7,75.6667,23.14,78,9,1.61,IN,1731270658
535,tazacorte,28.629,-17.9293,26.75,26,0,3.09,ES,1731270659
536,edson,53.5835,-116.4356,1.08,86,0,2.06,CA,1731270660
537,praya,14.9215,-23.5087,26.3,69,20,5.66,CV,1731270661
538,gmunden,47.9189,13.7975,4.32,91,1,1.22,AT,1731270662
539,zhumysker,49.3333,49.4,1.47,87,6,3.05,KZ,1731270663
540,boa vista,2.8197,-60.6733,35.99,32,40,4.12,BR,1731270664
541,sao joao da barra,-21.6403,-41.0511,24.05,73,80,5.6,BR,1731270665
542,quellon,-43.1167,-73.6167,9.86,73,39,5.73,CL,1731270666
543,gay,51.4666,58.4552,-0.22,79,100,6.99,RU,1731270667
544,rahuri,19.3833,74.65,20.3,58,0,2.32,IN,1731270668
545,muroto-misakicho,33.2833,134.15,18.93,81,100,4.18,JP,1731270670
546,chachapoyas,-6.2317,-77.869,16.47,85,100,1.07,PE,1731270566
547,talcahuano,-36.7167,-73.1167,16.82,59,40,5.66,CL,1731270672
548,tabas,33.5959,56.9244,16.75,38,0,2.31,IR,1731270673
549,anloga,5.7947,0.8973,27.54,75,46,3.78,GH,1731270674
550,fort st. john,56.2499,-120.8529,0.94,64,75,4.63,CA,1731270675
551,palmer,42.1584,-72.3287,13.75,39,75,6.17,US,1731270676
552,monrovia,6.3005,-10.7969,26.45,84,13,3.63,LR,1731270678
553,totskoye,52.5248,52.7623,-1.06,89,77,3.86,RU,1731270679
554,trumann,35.6737,-90.5073,22.06,53,31,4.18,US,1731270680
555,dogbo,6.8167,1.7833,24.43,86,2,1.88,BJ,1731270682
556,ust'-ilimsk,58.0006,102.6619,-8.89,88,58,2.01,RU,1731270673
557,lavradio,38.6681,-9.052,18.38,84,20,3.6,PT,1731270684
558,tyuratam,45.6507,63.3156,7.86,78,100,8.98,KZ,1731270685
559,isangel,-19.55,169.2667,24.06,78,20,0.0,VU,1731270686
560,zhigalovo,54.8097,105.1578,-9.04,84,17,1.21,RU,1731270687
561,kropachevo,55.0112,57.9896,-10.98,96,100,2.78,RU,1731270688
562,orumiyeh,37.5527,45.0761,1.75,80,99,2.06,IR,1731270689
563,pandan,14.0453,124.1694,26.15,87,100,4.44,PH,1731270690
564,newman,37.3138,-121.0208,22.69,22,31,1.56,US,1731270691
565,codrington,-38.2667,141.9667,9.99,83,7,3.44,AU,1731270692
566,kuching,1.55,110.3333,25.12,97,20,1.03,MY,1731270594
567,gaiman,-43.2897,-65.4929,20.11,31,84,4.73,AR,1731270695
568,oriximina,-1.7656,-55.8661,35.65,28,7,2.23,BR,1731270696
569,el calafate,-50.3408,-72.2768,11.01,56,71,6.21,AR,1731270697
570,chita,52.0333,113.55,-9.06,93,100,3.0,RU,1731270698
571,maumere,-8.6199,122.2111,26.29,82,100,0.98,ID,1731270699
572,oranjemund,-28.55,16.4333,15.25,91,44,3.76,NA,1731270700
